center,parameter,idx,value,neg_log_like
kalman,kappa,0,0.21582778500252114,
kalman,kappa,0,0.219253622859704,
kalman,kappa,0,0.2226794607168869,
kalman,kappa,0,0.22610529857406977,-61604.15153598095
kalman,kappa,0,0.22953113643125264,-61716.05270586243
kalman,kappa,0,0.2329569742884355,-61800.822641007035
kalman,kappa,0,0.2363828121456184,-61857.02797140392
kalman,kappa,0,0.23980865000280127,-61883.135405946916
kalman,kappa,0,0.24323448785998414,
kalman,kappa,0,0.246660325717167,
kalman,kappa,0,0.2500861635743499,
kalman,kappa,0,0.25351200143153274,
kalman,kappa,0,0.25693783928871566,
kalman,kappa,0,0.26036367714589853,
kalman,kappa,0,0.2637895150030814,
kalman,kappa,1,0.23567300899804508,
kalman,kappa,1,0.23941385041071248,
kalman,kappa,1,0.24315469182337984,
kalman,kappa,1,0.24689553323604724,
kalman,kappa,1,0.25063637464871463,
kalman,kappa,1,0.254377216061382,
kalman,kappa,1,0.25811805747404937,
kalman,kappa,1,0.26185889888671676,-61883.135405946916
kalman,kappa,1,0.26559974029938416,-61865.45821509171
kalman,kappa,1,0.26934058171205155,-61846.72363644772
kalman,kappa,1,0.27308142312471895,-61826.950291152156
kalman,kappa,1,0.27682226453738634,-61806.15635114816
kalman,kappa,1,0.2805631059500537,-61784.35954169805
kalman,kappa,1,0.2843039473627211,-61761.57714196072
kalman,kappa,1,0.28804478877538847,-61737.82596453295
kalman,theta,0,0.4356348202554315,-61112.13052878845
kalman,theta,0,0.4425496586721844,-61303.7959193271
kalman,theta,0,0.44946449708893726,-61467.9544460625
kalman,theta,0,0.45637933550569015,-61604.84648671177
kalman,theta,0,0.46329417392244304,-61714.66655332463
kalman,theta,0,0.47020901233919593,-61797.57281921068
kalman,theta,0,0.47712385075594876,-61853.69416682916
kalman,theta,0,0.48403868917270165,-61883.135405946916
kalman,theta,0,0.49095352758945454,
kalman,theta,0,0.49786836600620743,
kalman,theta,0,0.5047832044229603,
kalman,theta,0,0.5116980428397132,
kalman,theta,0,0.5186128812564661,
kalman,theta,0,0.525527719673219,
kalman,theta,0,0.5324425580899719,
kalman,theta,1,0.2760060731143499,-61195.9701498979
kalman,theta,1,0.2803871218939427,-61372.73963095006
kalman,theta,1,0.2847681706735356,-61523.20634558508
kalman,theta,1,0.28914921945312844,-61647.44996848472
kalman,theta,1,0.2935302682327213,-61745.52903257679
kalman,theta,1,0.29791131701231416,-61817.48558129262
kalman,theta,1,0.302292365791907,-61863.34842976021
kalman,theta,1,0.3066734145714999,-61883.135405946916
kalman,theta,1,0.3110544633510927,
kalman,theta,1,0.3154355121306856,
kalman,theta,1,0.31981656091027844,
