center,parameter,idx,value,neg_log_like
kalman,kappa,0,0.5358130143394717,
kalman,kappa,0,0.5443179828210506,
kalman,kappa,0,0.5528229513026295,
kalman,kappa,0,0.5613279197842085,
kalman,kappa,0,0.5698328882657874,
kalman,kappa,0,0.5783378567473663,
kalman,kappa,0,0.5868428252289452,-40191.497144145025
kalman,kappa,0,0.595347793710524,-40369.91094586773
kalman,kappa,0,0.603852762192103,
kalman,kappa,0,0.6123577306736819,
kalman,kappa,0,0.6208626991552608,
kalman,kappa,0,0.6293676676368397,
kalman,kappa,0,0.6378726361184187,
kalman,kappa,0,0.6463776045999976,
kalman,kappa,0,0.6548825730815765,
kalman,kappa,1,0.701031333229669,
kalman,kappa,1,0.712158814709505,
kalman,kappa,1,0.723286296189341,
kalman,kappa,1,0.7344137776691771,
kalman,kappa,1,0.7455412591490131,
kalman,kappa,1,0.7566687406288491,
kalman,kappa,1,0.7677962221086851,
kalman,kappa,1,0.7789237035885213,-40369.910945861135
kalman,kappa,1,0.7900511850683573,-40278.11717215805
kalman,kappa,1,0.8011786665481933,-40186.07635743875
kalman,kappa,1,0.8123061480280293,-40093.73005510141
kalman,kappa,1,0.8234336295078653,-40001.16291460531
kalman,kappa,1,0.8345611109877014,-39908.44644478594
kalman,kappa,1,0.8456885924675374,-39815.58352022063
kalman,kappa,1,0.8568160739473734,-39722.62246265967
kalman,kappa,2,0.5187815821585887,
kalman,kappa,2,0.5270162104468203,
kalman,kappa,2,0.5352508387350519,
kalman,kappa,2,0.5434854670232834,
kalman,kappa,2,0.551720095311515,
kalman,kappa,2,0.5599547235997466,
kalman,kappa,2,0.5681893518879781,
kalman,kappa,2,0.5764239801762097,-40369.91094586773
kalman,kappa,2,0.5846586084644413,-40290.269532005266
kalman,kappa,2,0.5928932367526729,-40210.81440197602
kalman,kappa,2,0.6011278650409044,-40131.574285206734
kalman,kappa,2,0.609362493329136,-40052.55785374328
kalman,kappa,2,0.6175971216173676,-39973.79126075806
kalman,kappa,2,0.6258317499055992,-39895.35708599481
kalman,kappa,2,0.6340663781938307,-39817.26268366365
kalman,theta,0,0.4266183680291727,-38447.47141066707
kalman,theta,0,0.4333900881566199,-38846.40001116863
kalman,theta,0,0.4401618082840671,-39190.703364015724
kalman,theta,0,0.44693352841151424,-39496.53536311409
kalman,theta,0,0.45370524853896144,-39763.07582657379
kalman,theta,0,0.46047696866640864,-39995.4258333593
kalman,theta,0,0.46724868879385584,-40197.36885844487
kalman,theta,0,0.47402040892130304,-40369.91094586773
kalman,theta,0,0.4807921290487502,
kalman,theta,0,0.4875638491761974,
kalman,theta,0,0.4943355693036446,
kalman,theta,0,0.5011072894310917,
kalman,theta,0,0.5078790095585389,
kalman,theta,0,0.5146507296859861,
kalman,theta,0,0.5214224498134333,
kalman,theta,1,0.5151663848465396,-38917.067450630115
kalman,theta,1,0.523343629050453,-39190.88339958287
kalman,theta,1,0.5315208732543663,-39442.68495725988
kalman,theta,1,0.5396981174582797,-39673.0874564344
kalman,theta,1,0.547875361662193,-39880.01928061017
kalman,theta,1,0.5560526058661063,-40064.462030821924
kalman,theta,1,0.5642298500700196,-40227.93615810146
kalman,theta,1,0.572407094273933,-40369.91094587049
kalman,theta,1,0.5805843384778463,
kalman,theta,1,0.5887615826817596,
kalman,theta,1,0.5969388268856729,
kalman,theta,1,0.6051160710895862,
kalman,theta,1,0.6132933152934996,
kalman,theta,1,0.6214705594974129,
kalman,theta,1,0.6296478037013262,
kalman,theta,2,0.4054643224800483,-39642.297930550805
kalman,theta,2,0.41190026410671576,-39777.5261374946
kalman,theta,2,0.4183362057333832,-39902.4386226784
kalman,theta,2,0.42477214736005064,-40016.92704902609
kalman,theta,2,0.4312080889867181,-40120.83795663522
kalman,theta,2,0.4376440306133855,-40214.63830603774
kalman,theta,2,0.4440799722400529,-40297.740408151636
kalman,theta,2,0.4505159138667204,-40369.910945867836
kalman,theta,2,0.4569518554933878,
kalman,theta,2,0.46338779712005523,
kalman,theta,2,0.4698237387467227,
kalman,theta,2,0.4762596803733901,
kalman,theta,2,0.48269562200005756,
kalman,theta,2,0.489131563626725,
kalman,theta,2,0.49556750525339244,
kalman,lambda_i,0,-0.755983401582661,-40357.942851839965
kalman,lambda_i,0,-0.7131262587255182,-40359.943506046206
kalman,lambda_i,0,-0.6702691158683752,-40361.84617152552
kalman,lambda_i,0,-0.6274119730112324,-40363.64981789845
kalman,lambda_i,0,-0.5845548301540896,-40365.357609537044
kalman,lambda_i,0,-0.5416976872969468,-40366.97001273389
kalman,lambda_i,0,-0.49884054443980386,-40368.48763483306
kalman,lambda_i,0,-0.45598340158266104,-40369.91094586773
kalman,lambda_i,0,-0.41312625872551817,-40371.24059603173
kalman,lambda_i,0,-0.3702691158683753,-40372.47728028261
kalman,lambda_i,0,-0.3274119730112325,-40373.62179072178
kalman,lambda_i,0,-0.2845548301540896,-40374.67506169178
kalman,lambda_i,0,-0.24169768729694674,-40375.63871721505
kalman,lambda_i,0,-0.19884054443980392,-40376.51422356221
kalman,lambda_i,0,-0.15598340158266105,-40377.29131043229
kalman,lambda_i,1,-0.6287455302727323,-40329.94061991501
kalman,lambda_i,1,-0.5858883874155895,-40336.065980772815
kalman,lambda_i,1,-0.5430312445584465,-40342.072542791546
kalman,lambda_i,1,-0.5001741017013037,-40347.932568672
kalman,lambda_i,1,-0.45731695884416085,-40353.64646948414
kalman,lambda_i,1,-0.414459815987018,-40359.20059300703
kalman,lambda_i,1,-0.37160267312987516,-40364.62755177546
kalman,lambda_i,1,-0.3287455302727323,-40369.91094586773
kalman,lambda_i,1,-0.2858883874155894,-40375.013602367624
kalman,lambda_i,1,-0.24303124455844655,-40379.92079134612
kalman,lambda_i,1,-0.20017410170130367,-40384.67074443348
kalman,lambda_i,1,-0.15731695884416086,-40389.230697391766
kalman,lambda_i,1,-0.11445981598701804,-40393.59629484982
kalman,lambda_i,1,-0.07160267312987512,-40397.82640108289
kalman,lambda_i,1,-0.0287455302727323,-40402.085113804314
kalman,lambda_i,2,-0.5285718229510448,-40324.476023961506
kalman,lambda_i,2,-0.4857146800939019,-40335.10614980147
kalman,lambda_i,2,-0.442857537236759,-40344.4640610614
kalman,lambda_i,2,-0.4000003943796162,-40352.68194521415
kalman,lambda_i,2,-0.35714325152247334,-40359.619569913484
kalman,lambda_i,2,-0.31428610866533047,-40365.010628229844
kalman,lambda_i,2,-0.27142896580818765,-40368.37886771682
kalman,lambda_i,2,-0.22857182295104478,-40369.91094586773
kalman,lambda_i,2,-0.1857146800939019,-40368.80990519487
kalman,lambda_i,2,-0.14285753723675904,-40365.68511312222
kalman,lambda_i,2,-0.10000039437961616,-40360.147784986744
kalman,lambda_i,2,-0.05714325152247335,-40351.765565718095
kalman,lambda_i,2,-0.014286108665330532,-40340.76781091867
kalman,lambda_i,2,0.028571034191812394,
kalman,lambda_i,2,0.07142817704895521,
kalman,sigma,0,0.15709017510815343,-40248.01723842924
kalman,sigma,0,0.15958366995113998,-40267.33963920409
kalman,sigma,0,0.16207716479412657,-40285.97905060647
kalman,sigma,0,0.16457065963711312,-40303.96554246946
kalman,sigma,0,0.16706415448009967,-40321.32465785082
kalman,sigma,0,0.16955764932308626,-40338.08534575246
kalman,sigma,0,0.1720511441660728,-40354.272906338825
kalman,sigma,0,0.17454463900905937,-40369.91094586773
kalman,sigma,0,0.17703813385204595,
kalman,sigma,0,0.1795316286950325,
kalman,sigma,0,0.18202512353801908,
kalman,sigma,0,0.18451861838100564,
kalman,sigma,0,0.1870121132239922,
kalman,sigma,0,0.18950560806697878,
kalman,sigma,0,0.19199910290996533,
kalman,sigma,1,0.239044288047602,-40224.57198275155
kalman,sigma,1,0.24283864182613538,-40246.793687577556
kalman,sigma,1,0.24663299560466873,-40268.4832262087
kalman,sigma,1,0.2504273493832021,-40289.68304382768
kalman,sigma,1,0.2542217031617355,-40310.40969068768
kalman,sigma,1,0.25801605694026886,-40330.671356328465
kalman,sigma,1,0.2618104107188022,-40350.508667041155
kalman,sigma,1,0.26560476449733555,-40369.91094586773
kalman,sigma,1,0.26939911827586893,
kalman,sigma,1,0.2731934720544023,
kalman,sigma,1,0.2769878258329357,
kalman,sigma,1,0.280782179611469,
kalman,sigma,1,0.2845765333900024,
kalman,sigma,1,0.28837088716853576,
kalman,sigma,1,0.29216524094706914,
kalman,sigma,2,0.17481620394439365,-40298.195418528914
kalman,sigma,2,0.1775910643244634,-40310.27938733163
kalman,sigma,2,0.18036592470453314,-40321.78375857276
kalman,sigma,2,0.18314078508460288,-40332.51478726382
kalman,sigma,2,0.18591564546467262,-40342.55349836104
kalman,sigma,2,0.18869050584474237,-40351.97624003946
kalman,sigma,2,0.19146536622481208,-40361.10652757058
kalman,sigma,2,0.19424022660488183,-40369.91094586773
kalman,sigma,2,0.19701508698495157,
kalman,sigma,2,0.19978994736502131,
kalman,sigma,2,0.20256480774509106,
kalman,sigma,2,0.2053396681251608,
kalman,sigma,2,0.20811452850523054,
kalman,sigma,2,0.2108893888853003,
kalman,sigma,2,0.21366424926537003,
kalman,sigma_err,0,0.0016653131389823442,-40265.96332291228
kalman,sigma_err,0,0.0016917466808709528,-40293.44002540111
kalman,sigma_err,0,0.0017181802227595614,-40316.21174923049
kalman,sigma_err,0,0.00174461376464817,-40334.58582452796
kalman,sigma_err,0,0.0017710473065367788,-40348.90128570728
kalman,sigma_err,0,0.0017974808484253874,-40359.37890013021
kalman,sigma_err,0,0.001823914390313996,-40366.36349373671
