center,parameter,idx,value,neg_log_like
kalman,kappa,0,0.8552840174507595,-40299.002259534085
kalman,kappa,0,0.8688599542356923,-40361.14938562517
kalman,kappa,0,0.8824358910206249,-40411.84413787729
kalman,kappa,0,0.8960118278055577,-40451.75081386018
kalman,kappa,0,0.9095877645904904,-40481.49716218959
kalman,kappa,0,0.923163701375423,-40501.67635157407
kalman,kappa,0,0.9367396381603558,-40512.84872757624
kalman,kappa,0,0.9503155749452885,-40515.54356480685
kalman,kappa,0,0.9638915117302211,-40510.26069039952
kalman,kappa,0,0.9774674485151539,-40497.47204484693
kalman,kappa,0,0.9910433853000866,-40477.62313112463
kalman,kappa,0,1.0046193220850193,-40451.13440669655
kalman,kappa,0,1.0181952588699519,-40418.40259844496
kalman,kappa,0,1.0317711956548847,-40379.801937912285
kalman,kappa,0,1.0453471324398174,-40335.68534364869
kalman,kappa,1,0.39884336190901937,
kalman,kappa,1,0.40517420892344824,-39942.060826386645
kalman,kappa,1,0.4115050559378771,-40124.31922321324
kalman,kappa,1,0.417835902952306,-40270.1717933152
kalman,kappa,1,0.42416674996673487,-40380.950131108526
kalman,kappa,1,0.43049759698116374,-40457.94456170759
kalman,kappa,1,0.4368284439955926,-40502.40530208184
kalman,kappa,1,0.4431592910100215,-40515.5435648067
kalman,kappa,1,0.4494901380244504,-40498.53261740736
kalman,kappa,1,0.4558209850388793,-40452.508806249345
kalman,kappa,1,0.4621518320533082,-40378.57255090506
kalman,kappa,1,0.46848267906773705,-40277.78931316283
kalman,kappa,1,0.4748135260821659,-40151.190543225784
kalman,kappa,1,0.4811443730965948,-39999.77460520332
kalman,kappa,1,0.4874752201110237,-39824.5076828847
kalman,theta,0,0.4853665252061414,-22797.301740111136
kalman,theta,0,0.493070755764969,-27487.82408620343
kalman,theta,0,0.5007749863237967,-31458.616289157962
kalman,theta,0,0.5084792168826243,-34709.6677158295
kalman,theta,0,0.516183447441452,-37240.94527068544
kalman,theta,0,0.5238876780002796,-39052.39733800123
kalman,theta,0,0.5315919085591072,-40143.95682816122
kalman,theta,0,0.5392961391179348,-40515.5435648067
kalman,theta,0,0.5470003696767625,-40167.066178692556
kalman,theta,0,0.5547046002355902,-39098.42362762608
kalman,theta,0,0.5624088307944178,-37309.506427792236
kalman,theta,0,0.5701130613532455,-34800.19766122822
kalman,theta,0,0.5778172919120731,-31570.373805851108
kalman,theta,0,0.5855215224709007,-27619.905423848144
kalman,theta,0,0.5932257530297284,-22948.657736117882
kalman,theta,1,0.19951165381699945,-22800.782353407605
kalman,theta,1,0.20267850546488833,-27489.657339049096
kalman,theta,1,0.2058453571127772,-31459.329427226276
kalman,theta,1,0.2090122087606661,-34709.685914282825
kalman,theta,1,0.21217906040855497,-37240.609446638395
kalman,theta,1,0.21534591205644385,-39051.97824283381
kalman,theta,1,0.21851276370433276,-40143.66629666566
kalman,theta,1,0.22167961535222164,-40515.543564806816
kalman,theta,1,0.22484646700011052,-40167.476138189
kalman,theta,1,0.2280133186479994,-39099.32639801793
kalman,theta,1,0.23118017029588828,-37310.95315676413
kalman,theta,1,0.23434702194377716,-34802.21178477105
kalman,theta,1,0.23751387359166604,-31572.954321434183
kalman,theta,1,0.24068072523955492,-27623.02957264315
kalman,theta,1,0.2438475768874438,-22952.283192336337
kalman,gamma1,0,0.08357080874544894,-22786.843151672987
kalman,gamma1,0,0.08489732951918622,-27481.26262649706
kalman,gamma1,0,0.08622385029292351,-31454.79349645202
kalman,gamma1,0,0.08755037106666079,-34707.65955950171
kalman,gamma1,0,0.08887689184039807,-37240.041061814205
kalman,gamma1,0,0.09020341261413536,-39052.08058129946
kalman,gamma1,0,0.09152993338787264,-40143.88781981225
kalman,gamma1,0,0.09285645416160992,-40515.5435648067
kalman,gamma1,0,0.09418297493534722,-40167.10300395751
kalman,gamma1,0,0.0955094957090845,-39098.59852844632
kalman,gamma1,0,0.0968360164828218,-37310.04212571477
kalman,gamma1,0,0.09816253725655907,-34801.4274385579
kalman,gamma1,0,0.09948905803029635,-31572.731547958156
kalman,gamma1,0,0.10081557880403365,-27623.916526810473
kalman,gamma1,0,0.10214209957777093,-22954.93079990008
kalman,lambda_i,0,-0.7579175307276103,-40411.896588407435
kalman,lambda_i,0,-0.7150603878704674,-40438.68982462887
kalman,lambda_i,0,-0.6722032450133245,-40461.5024983712
kalman,lambda_i,0,-0.6293461021561817,-40480.327644222976
kalman,lambda_i,0,-0.5864889592990389,-40495.1565115156
kalman,lambda_i,0,-0.5436318164418961,-40505.97822995919
kalman,lambda_i,0,-0.5007746735847531,-40512.779397036174
kalman,lambda_i,0,-0.4579175307276103,-40515.5435648067
kalman,lambda_i,0,-0.41506038787046745,-40514.250596119244
kalman,lambda_i,0,-0.3722032450133246,-40508.87584942748
kalman,lambda_i,0,-0.32934610215618176,-40499.38913611716
kalman,lambda_i,0,-0.2864889592990389,-40485.75337207752
kalman,lambda_i,0,-0.24363181644189602,-40467.922812660545
kalman,lambda_i,0,-0.2007746735847532,-40445.84071139174
kalman,lambda_i,0,-0.15791753072761033,-40419.436168294436
kalman,lambda_i,1,-0.10863462506741228,-40424.65625275456
kalman,lambda_i,1,-0.09380358041973998,-40430.62240633209
kalman,lambda_i,1,-0.07897253577206767,-40436.517002822766
kalman,lambda_i,1,-0.06414149112439536,-40442.33453921397
kalman,lambda_i,1,-0.04931044647672306,-40448.06873435122
kalman,lambda_i,1,-0.03447940182905075,-40453.71238697399
kalman,lambda_i,1,-0.019648357181378445,-40459.25720130757
kalman,lambda_i,1,-0.004817312533706139,-40464.69357099601
