center,parameter,idx,value,neg_log_like
kalman,lambda_i,0,0.049,-43019.57404609425
kalman,sigma,0,0.14805919934697442,-43018.987849333294
kalman,sigma,0,0.14917242640973363,-43019.93892938557
kalman,sigma,0,0.15028565347249284,-43020.80281567603
kalman,sigma,0,0.15139888053525205,-43021.581789388045
kalman,sigma,0,0.15251210759801126,-43022.27806700452
kalman,sigma,0,0.15362533466077047,-43022.89380245179
kalman,sigma,0,0.15473856172352968,-43023.43108915693
kalman,sigma,0,0.1558517887862889,-43023.891962026886
kalman,sigma,0,0.1569650158490481,-43024.2783993483
kalman,sigma,0,0.1580782429118073,-43024.592324615856
kalman,sigma,0,0.1591914699745665,-43024.835608288944
kalman,sigma,0,0.16030469703732572,-43025.010069483455
kalman,sigma,0,0.16141792410008493,-43025.11747759803
kalman,sigma,0,0.16253115116284414,-43025.15955388069
kalman,sigma,0,0.16364437822560335,-43025.13797293616
kalman,sigma_err,0,3.4034019500448145e-05,-43013.81751033455
kalman,sigma_err,0,3.428991438391016e-05,-43016.69656043605
kalman,sigma_err,0,3.454580926737218e-05,-43019.06687004793
kalman,sigma_err,0,3.480170415083419e-05,-43020.946396360894
kalman,sigma_err,0,3.5057599034296213e-05,-43022.352396606395
kalman,sigma_err,0,3.531349391775823e-05,-43023.30145945252
kalman,sigma_err,0,3.556938880122025e-05,-43023.80953479357
kalman,sigma_err,0,3.582528368468226e-05,-43023.891962026886
kalman,sigma_err,0,3.6081178568144276e-05,-43023.56349690171
kalman,sigma_err,0,3.6337073451606296e-05,-43022.838337022295
kalman,sigma_err,0,3.659296833506831e-05,-43021.73014608151
kalman,sigma_err,0,3.684886321853033e-05,-43020.252076894176
kalman,sigma_err,0,3.7104758101992344e-05,-43018.4167933
kalman,sigma_err,0,3.7360652985454365e-05,-43016.23649099542
kalman,sigma_err,0,3.761654786891638e-05,-43013.722917355735
